file,n_nodes_conf,stage1_pred_conf_run,stage1_conf_conf_run,pred_axon_conf_run,pred_basal_conf_run,pred_apical_conf_run,node_label_disagree_frac,node_conf_abs_delta_mean,branch3_changed_frac,branch3_label_disagree_frac,branch3_conf_abs_delta_mean,branch3_axon_delta_frac,branch3_basal_delta_frac,branch3_apical_delta_frac,branch3_to_apical_frac,branch3_from_apical_frac,conf_mean,conf_std,conf_min,conf_p05,conf_p10,conf_p25,conf_median,conf_frac_lt_05,conf_frac_lt_06,conf_frac_lt_07,conf_frac_lt_08,conf_frac_lt_09,axon_conf_mean,axon_conf_p10,axon_conf_frac_lt_07,basal_conf_mean,basal_conf_p10,basal_conf_frac_lt_07,apical_conf_mean,apical_conf_p10,apical_conf_frac_lt_07,n_pred_branches,branch_conf_mean,branch_conf_min,branch_conf_p10,branch_frac_conf_lt_07,branch_frac_conf_lt_08,branch_n_nodes_p90,pred_soma_z,pred_axon_z_extent,pred_axon_z_mean_rel_soma,pred_axon_z_std,pred_axon_x_extent,pred_axon_y_extent,pred_basal_z_extent,pred_basal_z_mean_rel_soma,pred_basal_z_std,pred_basal_x_extent,pred_basal_y_extent,pred_apical_z_extent,pred_apical_z_mean_rel_soma,pred_apical_z_std,pred_apical_x_extent,pred_apical_y_extent
allen__Chat-IRES-Cre-neo_Ai14-307622.05.02.01_575774870.swc,7562,interneuron,0.99232,4769,2792,0,0,0,0,0,0,0,0,0,0,0,0.944961,0.181506,0.3,0.3,0.971335,0.999666,0.999757,0.0723354,0.0723354,0.0724676,0.079873,0.079873,0.999173,0.999757,0.000209688,0.852342,0.3,0.195917,0,0,0,262,0.971843,0.3,0.971335,0.0343511,0.0419847,67.7,40.32,84.8193,3.34423,19.0098,408.662,372.825,73.5851,2.86716,12.5356,442.318,455.184,0,0,0,0,0
allen__Chat-IRES-Cre-neo_Ai14-313182.05.02.01_583146274.swc,3445,interneuron,0.862919,0,3444,0,0,0,0,0,0,0,0,0,0,0,0.959337,0.0941614,0.3,0.933333,0.933333,0.971335,0.971335,0.0191582,0.0191582,0.0191582,0.0191582,0.0191582,0,0,0,0.959325,0.933333,0.0191638,0,0,0,99,0.965889,0.3,0.933333,0,0.010101,81.8,10.08,0,0,0,0,0,54.0666,10.204,11.8707,404.19,593.641,0,0,0,0,0
allen__Chat-IRES-Cre-neo_Ai14-316042.05.01.01_586072188.swc,4879,interneuron,0.995505,2937,1941,0,0,0,0,0,0,0,0,0,0,0,0.902884,0.224396,0.3,0.3,0.3,0.971335,0.999666,0.115597,0.115597,0.115597,0.167247,0.167247,0.867774,0.3,0.187947,0.955961,0.759067,0.00618238,0,0,0,166,0.898174,0.3,0.3,0.126506,0.162651,66.5,17.08,34.4929,-4.91433,6.6281,283.663,590.834,92.3807,11.217,18.8419,226.165,438.204,0,0,0,0,0
allen__Gad2-IRES-Cre_Ai14-324791.03.02.02_593321019.swc,9202,interneuron,0.996845,8286,915,0,0,0,0,0,0,0,0,0,0,0,0.982268,0.105909,0.3,0.972519,0.999666,0.999757,0.999757,0.0234732,0.0234732,0.0234732,0.0234732,0.0234732,0.980345,0.999757,0.0260681,0.999666,0.999666,0,0,0,0,344,0.994347,0.3,0.999666,0.00581395,0.00581395,55,18.5469,152.872,45.9058,35.5054,455.366,392.959,52.9315,2.21139,11.1227,150.29,211.822,0,0,0,0,0
allen__H16.03.002.01.06.01_520454345.swc,10817,pyramidal,0.980792,2303,4125,4388,0,0,0,0,0,0,0,0,0,0,0.909518,0.207333,0.3,0.3,0.3,0.970458,0.982145,0.103263,0.103263,0.103263,0.103263,0.108718,0.908848,0.841767,0.0781589,0.976033,0.987703,0.0169697,0.847321,0.3,0.197584,186,0.961542,0.3,0.940918,0.0322581,0.0322581,144,27.6013,92.3801,14.2445,18.2716,693.775,314.807,92.3768,5.46235,21.0029,414.994,265.771,81.76,11.3943,15.8781,483.157,823.805
allen__H16.03.006.01.09.02_537266147.swc,22350,interneuron,0.903388,14344,8005,0,0,0,0,0,0,0,0,0,0,0,0.598784,0.346098,0.3,0.3,0.3,0.3,0.3,0.572975,0.572975,0.572975,0.572975,0.572975,0.422348,0.3,0.825153,0.914885,0.3,0.121174,0,0,0,252,0.627352,0.3,0.3,0.535714,0.551587,203.9,36.4,128.195,34.0394,32.3388,1327.52,1238.01,102.948,6.87776,18.6419,803.481,507.746,0,0,0,0,0
allen__H16.03.007.01.01.03.02_541540569.swc,20291,pyramidal,0.866651,14794,1999,3497,0,0,0,0,0.000323626,0,0,0,0,0,0.826457,0.287606,0.3,0.3,0.3,0.84621,0.987703,0.227441,0.227441,0.227441,0.227441,0.275837,0.800914,0.3,0.263553,0.953301,0.987703,0.050025,0.861963,0.3,0.176151,304,0.906042,0.3,0.649083,0.105263,0.134868,159.4,26.3648,152.04,41.629,45.2102,1037.64,1725.14,82.6,0.125951,14.4608,383.867,279.941,81.8915,9.55576,17.8936,343.828,470.629
allen__H16.06.004.01.04.03_508282493.swc,10880,pyramidal,0.878642,5630,2418,2831,0,0,0,0,0,0,0,0,0,0,0.881578,0.249968,0.3,0.3,0.3,0.982145,0.987703,0.155882,0.155882,0.155882,0.155882,0.155882,0.796814,0.3,0.284547,0.983153,0.987703,0.00661704,0.96335,0.982145,0.0275521,163,0.930335,0.3,0.81352,0.0981595,0.0981595,152.6,58.9879,164.043,18.9966,33.1345,815.424,1029.82,144.707,9.54018,26.2618,378.177,245.101,146.533,39.8939,33.6271,262.877,533.771
allen__H16.06.008.01.25.03_527941296.swc,7342,pyramidal,0.975264,353,4160,2828,0,0,0,0,0.0313973,0,0,0,0,0,0.855197,0.252305,0.3,0.3,0.3,0.905145,0.982145,0.169028,0.169028,0.169028,0.169028,0.244211,0.918851,0.85735,0,0.822494,0.3,0.211779,0.895307,0.3,0.127298,125,0.935032,0.3,0.834935,0.032,0.064,173.6,86.6846,100.673,-14.8196,30.7529,107.773,134.172,146.062,-0.680986,32.5528,516.78,337.057,142.756,-7.24186,33.5474,261.104,743.575
allen__H16.06.009.01.02.03.01_528636794.swc,7487,pyramidal,0.97775,1518,2712,3256,0,0,0,0,0,0,0,0,0,0,0.851667,0.266125,0.3,0.3,0.3,0.962569,0.982145,0.188594,0.188594,0.188594,0.188594,0.188594,0.869543,0.3,0.147563,0.889198,0.3,0.138643,0.812028,0.3,0.249386,103,0.940359,0.3,0.846711,0.0485437,0.0776699,183,45.0584,104.36,-9.66181,18.5154,396.565,309.913,135,22.5365,29.9527,504.94,640.161,146.303,21.6339,40.6043,712.712,991.161
allen__H16.06.010.01.01.10.01_529889679.swc,11792,pyramidal,0.913644,6064,2595,3132,0,0,0,0,0.00806187,0,0,0,0,0,0.87927,0.251142,0.3,0.3,0.3,0.982145,0.987703,0.158073,0.158073,0.158073,0.158073,0.158073,0.806604,0.3,0.270449,0.987703,0.987703,0,0.930083,0.939275,0.0715198,183,0.957589,0.3,0.945145,0.0491803,0.0546448,147.8,43.96,136.346,0.777343,21.7216,545.88,1075.26,125.146,3.21487,25.9723,213.326,377.331,133.822,33.1035,35.2881,474.037,418.071
allen__H16.06.010.01.03.04.01_529807751.swc,42945,interneuron,0.99534,38458,4486,0,0,0,0,0,0,0,0,0,0,0,0.950203,0.179432,0.3,0.3,0.999666,0.999757,0.999757,0.0707649,0.0707649,0.0707649,0.0707649,0.0707649,0.958859,0.999757,0.0584014,0.875985,0.3,0.176772,0,0,0,762,0.981392,0.3,0.999666,0.0209974,0.0301837,120,30.8661,126.251,23.9903,29.9393,764.46,936.454,112.724,14.1082,20.2873,634.064,387.601,0,0,0,0,0
allen__H16.06.011.01.01.05.03_539653924.swc,9458,pyramidal,0.987489,63,4842,4552,0,0,0,0,0,0,0,0,0,0,0.965916,0.111217,0.3,0.982145,0.982145,0.982145,0.987703,0.0269613,0.0269613,0.0269613,0.0269613,0.030239,0.88692,0.84621,0,0.975489,0.987703,0.0177613,0.956819,0.982145,0.0371265,142,0.977694,0.3,0.975756,0.00704225,0.00704225,150.5,41.9182,14.0543,-11.1287,4.18878,14.6329,36.7327,93.6076,-1.33429,18.587,435.806,259.438,123.76,45.7704,33.1509,394.061,510.505
allen__H16.06.012.11.06.01_548408551.swc,15940,pyramidal,0.982999,7027,4125,4787,0,0,0,0,0.000384171,0,0,0,0,0,0.796859,0.30823,0.3,0.3,0.3,0.3,0.982145,0.277854,0.277854,0.277854,0.277854,0.277854,0.70076,0.3,0.422655,0.88534,0.3,0.148848,0.861638,0.3,0.17652,178,0.910415,0.3,0.723683,0.0955056,0.168539,224.3,26.6,150.06,3.6716,25.5773,1169.85,1498.68,127.952,12.9414,28.6486,415.463,365.958,141.014,17.0667,19.9083,642.346,647.792
allen__H16.06.012.11.08.03_548440226.swc,29702,pyramidal,0.976293,18319,6709,4673,0,0,0,0,0.00023289,0,0,0,0,0,0.79321,0.311695,0.3,0.3,0.3,0.3,0.987703,0.285368,0.285368,0.285368,0.285368,0.285368,0.715225,0.3,0.402042,0.96546,0.987703,0.0323446,0.85158,0.3,0.191312,341,0.92224,0.3,0.694606,0.102639,0.13783,210,37.0936,155.68,37.0207,33.9655,1143.27,1261.27,141.852,10.9594,27.7357,411.814,452.793,106.482,0.42226,22.7196,473.566,508.323
allen__H17.03.002.11.06.03_569821470.swc,20269,interneuron,0.872447,15732,4536,0,0,0,0,0,0,0,0,0,0,0,0.746043,0.336367,0.3,0.3,0.3,0.3,0.999666,0.362524,0.362524,0.362524,0.362524,0.362524,0.692245,0.3,0.439423,0.932568,0.999666,0.0958995,0,0,0,249,0.871488,0.3,0.3,0.184739,0.204819,222.2,35.56,126.694,16.9172,29.9287,1070.36,1388.79,108.773,14.5881,23.1959,396.945,569.965,0,0,0,0,0
allen__H17.03.009.11.11.06_613442532.swc,4357,pyramidal,0.922842,47,1839,2470,0,0,0,0,0,0,0,0,0,0,0.943541,0.160786,0.3,0.3,0.981639,0.982145,0.982145,0.0585265,0.0585265,0.0585265,0.0585265,0.0612807,0.940273,0.940273,0,0.971991,0.987703,0.0212072,0.922398,0.981639,0.0874494,70,0.957267,0.3,0.939122,0.0285714,0.0285714,150,11.8079,8.5697,-2.86016,2.34929,6.5334,50.32,103.459,24.1987,22.0328,368.497,192.312,129.886,36.402,28.2995,309.891,456.574
allen__H17.06.005.12.12.03_571525618.swc,8146,interneuron,0.705602,6703,1442,0,0,0,0,0,0,0,0,0,0,0,0.848525,0.285809,0.3,0.3,0.3,0.971335,0.999757,0.213356,0.213356,0.213356,0.213847,0.213847,0.870023,0.3,0.18529,0.748492,0.3,0.343967,0,0,0,130,0.94151,0.3,0.84277,0.0846154,0.1,149.2,22.4,110.972,16.1975,21.7347,705.427,741.777,115.565,32.1741,30.1303,251.19,460.841,0,0,0,0,0
allen__H17.06.009.11.04.03_596028822.swc,7561,interneuron,0.440347,6908,652,0,0,0,0,0,0,0,0,0,0,0,0.736963,0.295888,0.3,0.3,0.3,0.3,0.937369,0.314376,0.314376,0.314376,0.314376,0.314376,0.724144,0.3,0.33454,0.872377,0.363684,0.101227,0,0,0,109,0.850992,0.3,0.534581,0.146789,0.192661,192,15.8124,162.517,51.7402,47.5765,767.752,430.224,88.2706,23.0755,21.1046,138.35,245.84,0,0,0,0,0
allen__H17.06.009.11.04.04_596036453.swc,8523,interneuron,0.995215,6716,1806,0,0,0,0,0,0,0,0,0,0,0,0.997275,0.0414414,0.3,0.999666,0.999666,0.999757,0.999757,0.00351989,0.00351989,0.00351989,0.00351989,0.00351989,0.996632,0.999757,0.00446694,0.999666,0.999666,0,0,0,0,425,0.999484,0.3,0.999666,0,0,41,30.52,102.825,12.7186,20.5521,478.237,176.224,119.146,16.175,24.5059,211.137,159.713,0,0,0,0,0
allen__H17.06.013.12.03.01_643572206.swc,4016,interneuron,0.853142,3417,598,0,0,0,0,0,0,0,0,0,0,0,0.859209,0.273596,0.3,0.3,0.3,0.980046,0.999555,0.192978,0.192978,0.192978,0.192978,0.192978,0.841958,0.3,0.216272,0.957546,0.999666,0.0602007,0,0,0,60,0.921163,0.3,0.761363,0.1,0.116667,186.2,24.08,66.8038,11.9555,10.4707,755.249,684.106,25.6791,3.62021,7.12264,194.916,318.521,0,0,0,0,0
allen__H17.06.013.12.03.02_643575207.swc,17642,interneuron,0.860534,14234,3407,0,0,0,0,0,0,0,0,0,0,0,0.848019,0.2882,0.3,0.3,0.3,0.999666,0.999757,0.216642,0.216642,0.216642,0.216642,0.216642,0.870745,0.3,0.184137,0.753027,0.3,0.35251,0,0,0,227,0.925553,0.3,0.695035,0.101322,0.118943,169.2,28.84,99.3812,11.5582,19.5726,851.854,1433.11,83.6456,1.79085,13.931,530.221,612.191,0,0,0,0,0
allen__Htr3a-Cre_NO152_Ai14-288785.03.02.01_561985849.swc,14318,interneuron,0.994673,11469,2848,0,0,0,0,0,0,0,0,0,0,0,0.95634,0.168771,0.3,0.3,0.999666,0.999666,0.999757,0.0620198,0.0620198,0.0620198,0.0620198,0.0620198,0.945578,0.999757,0.0774261,0.999666,0.999666,0,0,0,0,428,0.976724,0.3,0.999666,0.0303738,0.0350467,77,21.8884,126.456,25.6674,34.2813,477.219,746.728,65.1039,7.89249,11.3869,188.812,160.145,0,0,0,0,0
allen__Ndnf-IRES2-dgCre_Ai14-292673.05.01.01_564346637.swc,19022,interneuron,0.995375,16503,2518,0,0,0,0,0,0,0,0,0,0,0,0.991261,0.0764796,0.3,0.999666,0.999666,0.999757,0.999757,0.0120913,0.0120913,0.0120913,0.0120913,0.0120913,0.992267,0.999757,0.0106647,0.984661,0.999666,0.0214456,0,0,0,577,0.996129,0.3,0.999757,0.00519931,0.00519931,75.4,15.96,96.32,20.2775,18.9241,783.728,593.438,79.422,9.17015,14.7184,292.215,363.611,0,0,0,0,0
allen__Nkx2-1-CreERT2_Ai14_(IVSCC)-294491.03.01.01_566541912.swc,15864,interneuron,0.991257,14882,981,0,0,0,0,0,0,0,0,0,0,0,0.988041,0.0886818,0.3,0.999666,0.999757,0.999757,0.999757,0.0163263,0.0163263,0.0163263,0.0163263,0.0163263,0.987274,0.999757,0.0174036,0.999666,0.999666,0,0,0,0,443,0.997357,0.3,0.999757,0,0.00225734,79.6,15.68,74.76,15.8674,18.0138,620.628,464.625,46.6584,5.38414,9.75184,209.345,138.577,0,0,0,0,0
allen__Nos1-CreERT2_Sst-IRES-FlpO_Ai65-271577.05.02.01_547262585.swc,12546,interneuron,0.994134,10647,1898,0,0,0,0,0,0,0,0,0,0,0,0.926058,0.211979,0.3,0.3,0.3,0.999666,0.999757,0.102742,0.102742,0.102742,0.102742,0.102742,0.914978,0.3,0.121067,0.988171,0.971335,0,0,0,0,318,0.966995,0.3,0.971335,0.0440252,0.0440252,94.3,12.04,122.732,24.2022,28.1141,504.372,972.036,69.764,18.5147,14.7465,338.178,359.632,0,0,0,0,0
allen__Oxtr-2A-Cre_Ai14-293839.02.02.02_565415071.swc,20203,interneuron,0.995642,18118,2084,0,0,0,0,0,0,0,0,0,0,0,0.966855,0.137164,0.3,0.933333,0.999555,0.999757,0.999757,0.0391526,0.0391526,0.0391526,0.0476662,0.0476662,0.969194,0.999757,0.0436582,0.946506,0.933333,0,0,0,0,541,0.977946,0.3,0.999666,0.0221811,0.0332717,87,16.317,110.805,26.036,23.7296,426.425,546.264,45.8268,6.07795,9.49258,226.226,338.729,0,0,0,0,0
allen__Oxtr-2A-Cre_Ai14-293839.06.01.01_565417112.swc,17268,interneuron,0.963768,15710,1557,0,0,0,0,0,0,0,0,0,0,0,0.999665,0.00170843,0.935878,0.999666,0.999757,0.999757,0.999757,0,0,0,0,0,0.999665,0.999757,0,0.999666,0.999666,0,0,0,0,810,0.999543,0.935878,0.999666,0,0,45.1,14,56.28,11.6189,11.8385,378.311,523.754,48.125,11.6111,9.80208,170.84,145.677,0,0,0,0,0
allen__Oxtr-2A-Cre_Ai14-293841.05.02.01_565462089.swc,16822,interneuron,0.993833,14966,1855,0,0,0,0,0,0,0,0,0,0,0,0.997318,0.0122834,0.908046,0.999666,0.999666,0.999757,0.999757,0,0,0,0,0,0.999553,0.999757,0,0.979287,0.933333,0,0,0,0,612,0.998249,0.908046,0.999757,0,0,59,19.6,99.4,15.97,17.822,499.385,616.376,34.16,-0.876832,7.47448,218.367,349.499,0,0,0,0,0
allen__Oxtr-T2A-Cre_Ai14-314785.03.01.02_584231995.swc,8969,interneuron,0.98105,6915,2053,0,0,0,0,0,0,0,0,0,0,0,0.823637,0.299534,0.3,0.3,0.3,0.971335,0.999757,0.246181,0.246181,0.246181,0.247854,0.247854,0.79134,0.3,0.296891,0.932333,0.971335,0.0754993,0,0,0,140,0.89175,0.3,0.3,0.142857,0.178571,160.5,15.1592,99.1858,20.1466,22.6953,872.111,925.662,90.3,18.1584,22.0716,412.375,391.533,0,0,0,0,0
allen__Pvalb-IRES-Cre_Ai14-305768.04.02.01_574992320.swc,15264,interneuron,0.995833,12964,2299,0,0,0,0,0,0,0,0,0,0,0,0.9881,0.0895114,0.3,0.999666,0.999666,0.999757,0.999757,0.0166405,0.0166405,0.0166405,0.0166405,0.0166405,0.992794,0.999757,0.00995063,0.961624,0.999666,0.0543715,0,0,0,604,0.998481,0.3,0.999757,0.00165563,0.00165563,57.7,27.44,102.086,1.77789,18.7809,536.57,522.6,44.8101,-4.66973,8.46287,259.103,314.371,0,0,0,0,0
allen__Sst-IRES-Cre_Ai14-306888.04.02.01_575642695.swc,10066,interneuron,0.988951,7748,2317,0,0,0,0,0,0,0,0,0,0,0,0.924171,0.217172,0.3,0.3,0.3,0.999666,0.999757,0.107987,0.107987,0.107987,0.107987,0.107987,0.901585,0.3,0.140294,0.999666,0.999666,0,0,0,0,224,0.962073,0.3,0.999666,0.0446429,0.0669643,114.2,28.28,142.792,26.241,32.2518,393.866,693.229,66.8668,6.28761,15.0269,348.077,275.697,0,0,0,0,0
allen__Vip-IRES-Cre_Ai14-299123.04.01.01_570896413.swc,4684,interneuron,0.996086,3032,1651,0,0,0,0,0,0,0,0,0,0,0,0.983119,0.0621099,0.3,0.969809,0.971335,0.971335,0.999666,0.00747225,0.00747225,0.00747225,0.0106746,0.0106746,0.984909,0.972519,0.0115435,0.979822,0.971335,0,0,0,0,148,0.981952,0.3,0.971335,0.00675676,0.0202703,74.9,12.04,78.12,5.50241,12.8022,306.192,532.976,60.2826,5.14587,10.9048,162.051,312.69,0,0,0,0,0
allen__Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315067.05.01.01_585805211.swc,11008,interneuron,0.994235,8891,2116,0,0,0,0,0,0,0,0,0,0,0,0.99974,3.60484e-05,0.999666,0.999666,0.999666,0.999757,0.999757,0,0,0,0,0,0.999757,0.999757,0,0.999666,0.999666,0,0,0,0,530,0.999749,0.999666,0.999748,0,0,46,28.6406,87.5876,12.3183,19.7057,355.196,229.021,75.756,3.49946,13.4531,201.206,257.839,0,0,0,0,0
hpf_ca1__201983_017_edited.swc,10101,pyramidal,0.997166,5895,1380,2825,0,0,0,0,0,0,0,0,0,0,0.53552,0.323538,0.3,0.3,0.3,0.3,0.3,0.6535,0.6535,0.6535,0.6535,0.6535,0.307421,0.3,0.989313,0.987703,0.987703,0,0.790445,0.3,0.272212,181,0.793293,0.3,0.3,0.276243,0.281768,86,8898.04,3383.94,-1850.35,1261.26,5880.62,3659.18,194.05,-14.8562,37.6238,227.11,303.93,502.76,-94.7361,89.8531,452.38,671.06
hpf_ca1__201990_006_edited.swc,66497,pyramidal,0.995467,62695,1699,2102,0,0,0,0,0,0,0,0,0,0,0.346674,0.172718,0.3,0.3,0.3,0.3,0.3,0.931937,0.931937,0.931937,0.931937,0.931937,0.308872,0.3,0.987224,0.987703,0.987703,0,0.955742,0.981148,0.0366318,840,0.448274,0.3,0.3,0.783333,0.784524,208.4,9608.41,5523.21,-2751.69,1297.69,6107.56,4557.96,260.44,35.4518,44.2323,165.63,278.02,530.34,-226.577,132.665,286.65,300.23
hpf_ca1__201990_018_edited.swc,8684,pyramidal,0.996914,6020,2663,0,0,0,0,0,0,0,0,0,0,0,0.420501,0.260014,0.3,0.3,0.3,0.3,0.3,0.82082,0.827729,0.827729,0.827729,0.827729,0.310612,0.3,0.984718,0.668698,0.3,0.473151,0,0,0,182,0.505061,0.3,0.3,0.697802,0.708791,95.6,9903.13,4027.93,-2464.01,1464.23,4121.58,3194.66,915.23,-188.407,268.434,365.86,577.48,0,0,0,0,0
hpf_ca1__201990_024_edited.swc,22256,pyramidal,0.993977,19398,2857,0,0,0,0,0,0,0,0,0,0,0,0.397333,0.211483,0.3,0.3,0.3,0.3,0.3,0.814702,0.863902,0.88803,0.906902,0.913417,0.368946,0.3,0.900711,0.589855,0.497586,0.80224,0,0,0,313,0.541875,0.3,0.3,0.722045,0.785942,165.6,9660.46,4098.47,-1581.06,1462.03,5880.89,3709.7,720.29,-137.291,192.417,293.58,362.38,0,0,0,0,0
hpf_ca1__201990_025_edited.swc,86114,pyramidal,0.997212,82234,3879,0,0,0,0,0,0,0,0,0,0,0,0.323296,0.10629,0.3,0.3,0.3,0.3,0.3,0.948858,0.973547,0.980445,0.980514,0.980514,0.311552,0.3,0.983365,0.572105,0.467069,0.918794,0,0,0,1361,0.370994,0.3,0.3,0.935342,0.936811,168,9440.77,5134.36,-2576.32,1330.93,6500.37,4411.37,764.17,-105.59,201.401,333.53,437.76,0,0,0,0,0
hpf_ca1__201990_031_edited.swc,55514,pyramidal,0.997112,52397,980,2136,0,0,0,0,0,0,0,0,0,0,0.359978,0.184224,0.3,0.3,0.3,0.3,0.3,0.89835,0.899377,0.913643,0.93263,0.932846,0.336379,0.3,0.947612,0.987703,0.987703,0,0.650584,0.3,0.5,894,0.41735,0.3,0.3,0.837808,0.861298,157.7,9252.15,5354.18,-1886.18,1371.61,5823.28,4288.96,250.56,-0.837398,53.7537,125.56,298.25,570.79,-135.294,113.545,238.44,533.3
hpf_ca1__201990_041_edited.swc,50121,pyramidal,0.996689,47556,2564,0,0,0,0,0,0,0,0,0,0,0,0.332984,0.147017,0.3,0.3,0.3,0.3,0.3,0.952076,0.952076,0.952076,0.952076,0.952076,0.302891,0.3,0.995836,0.890878,0.3,0.140796,0,0,0,2418,0.314992,0.3,0.3,0.977667,0.979322,49,9524.12,3152.08,-1446.18,569.96,1995.79,3534.09,396.96,-31.8117,65.2443,378.78,668.7,0,0,0,0,0
hpf_ca1__201990_069_edited.swc,27674,pyramidal,0.997101,25814,1859,0,0,0,0,0,0,0,0,0,0,0,0.488694,0.308489,0.3,0.3,0.3,0.3,0.3,0.727723,0.727723,0.727723,0.727723,0.727723,0.46081,0.3,0.76842,0.875614,0.3,0.162991,0,0,0,729,0.561609,0.3,0.3,0.620027,0.632373,89.4,9297.32,2836.69,590.869,748.95,2182.8,3067.5,428.38,44.4487,96.8677,399.16,604.05,0,0,0,0,0
hpf_ca1__202217_016_edited.swc,26143,pyramidal,0.979787,24036,2106,0,0,0,0,0,0,0,0,0,0,0,0.865356,0.269426,0.3,0.3,0.3,0.994317,0.994405,0.185059,0.185059,0.185059,0.185059,0.185059,0.873028,0.3,0.17453,0.777735,0.3,0.305318,0,0,0,1455,0.907055,0.3,0.3,0.123024,0.12646,40.6,8766.3,1080.45,-10.8893,196.639,675.91,1074.64,420.63,-8.37158,98.0794,281.94,552.31,0,0,0,0,0
hpf_ca1__202217_018_edited.swc,45687,pyramidal,0.997118,42952,1288,1446,0,0,0,0,0.000169083,0,0,0,0,0,0.368133,0.204418,0.3,0.3,0.3,0.3,0.3,0.899468,0.899578,0.901679,0.90227,0.903277,0.332431,0.3,0.953297,0.980228,0.987703,0.0108696,0.882976,0.697288,0.162517,509,0.489993,0.3,0.3,0.734774,0.736739,221.2,9069.12,4354,-1454.67,1624.09,7450.67,4602.96,199.46,39.6339,38.0177,256.26,245.07,292.14,-95.3368,64.9837,254.73,525
hpf_ca1__202217_021_edited.swc,22279,pyramidal,0.99676,20248,767,1263,0,0,0,0,0.00230166,0,0,0,0,0,0.397194,0.238939,0.3,0.3,0.3,0.3,0.3,0.857758,0.857758,0.857758,0.859644,0.862247,0.347464,0.3,0.931648,0.985969,0.987703,0,0.836408,0.3,0.194774,281,0.555472,0.3,0.3,0.622776,0.644128,173,9146.69,4302.32,-887.517,1609.72,6135.66,3090.09,199.97,3.33351,39.7748,188.46,213.67,460.68,-181.195,104.28,377.73,585.66
hpf_ca1__202217_023_edited.swc,16882,pyramidal,0.997621,13568,1151,2162,0,0,0,0,0,0,0,0,0,0,0.498281,0.311462,0.3,0.3,0.3,0.3,0.3,0.711586,0.711586,0.711586,0.711586,0.711586,0.38286,0.3,0.880675,0.960816,0.987703,0.0390964,0.97615,0.982145,0.00878816,312,0.662924,0.3,0.3,0.467949,0.477564,120.8,9098.52,1946.58,180.638,467.724,1995.57,3221.28,258.58,33.1233,46.926,245.78,288.11,388.9,-141.041,91.1182,256.17,565.09
hpf_ca1__202219_003_edited.swc,16614,pyramidal,0.99757,14114,904,1595,0,0,0,0,0,0,0,0,0,0,0.514219,0.319044,0.3,0.3,0.3,0.3,0.3,0.689238,0.689238,0.689238,0.689238,0.689238,0.433835,0.3,0.807142,0.979335,0.987703,0.0121681,0.961608,0.982145,0.030094,290,0.686332,0.3,0.3,0.437931,0.455172,140.7,8963.37,1617.47,13.5298,299.001,2184.1,2389.79,241.97,27.7633,43.6489,178.01,311.75,448.72,-135.921,91.2437,276.63,351.82
hpf_ca1__202219_004_edited.swc,25888,pyramidal,0.996075,24160,1727,0,0,0,0,0,0,0,0,0,0,0,0.397685,0.240522,0.3,0.3,0.3,0.3,0.3,0.857656,0.857656,0.860244,0.860244,0.860244,0.383007,0.3,0.880464,0.602679,0.3,0.577881,0,0,0,763,0.403429,0.3,0.3,0.849279,0.853211,85.8,8917.53,4168.4,-635.347,1432.91,5153.33,4111.86,548.17,-135.533,140.163,271.47,698.83,0,0,0,0,0
hpf_ca1__202219_006_edited.swc,63317,pyramidal,0.997544,58044,1911,3361,0,0,0,0,0.000252023,0,0,0,0,0,0.361974,0.192569,0.3,0.3,0.3,0.3,0.3,0.902491,0.90636,0.915394,0.915852,0.916563,0.315624,0.3,0.9775,0.907453,0.3,0.116693,0.852087,0.59678,0.297233,1128,0.467851,0.3,0.3,0.772163,0.776596,139.3,8898.9,5146.08,-1161.93,1414.03,7138.84,5167.39,166.57,-6.42447,34.1456,233.53,325.33,561.99,-142.056,122.434,284.73,608.93
hpf_ca1__202219_007_edited.swc,25135,pyramidal,0.988195,24193,941,0,0,0,0,0,0,0,0,0,0,0,0.560659,0.335987,0.3,0.3,0.3,0.3,0.3,0.624269,0.624269,0.624269,0.624269,0.624269,0.54403,0.3,0.648576,0.987703,0.987703,0,0,0,0,728,0.621042,0.3,0.3,0.537088,0.542582,96.3,8798.94,1809.89,-169.637,283.877,2035.35,1522.45,176.57,13.668,32.8289,143.85,282.2,0,0,0,0,0
hpf_ca1__202219_014_edited.swc,5330,pyramidal,0.98917,4778,551,0,0,0,0,0,0,0,0,0,0,0,0.640641,0.346448,0.3,0.3,0.3,0.3,0.3,0.508443,0.508443,0.508443,0.508443,0.508443,0.600543,0.3,0.567183,0.987703,0.987703,0,0,0,0,144,0.764005,0.3,0.3,0.340278,0.347222,100.9,9007.84,641.04,-118.575,133.359,914.54,1172.83,154.49,-0.359456,35.3743,213.97,176.01,0,0,0,0,0
